FID,Cell_id,Cell_lat,BIO1MEAN,BIO10MEAN,BIO11MEAN,BIO12MEAN,BIO13MEAN,BIO14MEAN,BIO15MEAN,BIO16MEAN,BIO17MEAN,BIO18MEAN,BIO19MEAN,BIO2MEAN,BIO3MEAN,BIO4MEAN,BIO5MEAN,BIO6MEAN,BIO7MEAN,BIO8MEAN,BIO9MEAN,ElevMean
2138,Cell_03869,41.1805,17.7129993,12.9212999,39.8518982,716.5430298,36.1889,3.7694399,32.4193993,17.9573994,23.1324005,26.8407001,9.4944401,372.8959961,48.985199,12.5787001,33.3787003,120.9120026,64.5130005,67.6147995,79.8666992,319.0140076
2139,Cell_03871,45.6805,14.6407003,9.6935196,37.3508987,610.0670166,30.0925999,4.1370401,25.9556007,7.9212999,23.2462997,22.4619999,7.8129601,831.6259766,93.7342987,41.4258995,25.6518993,269.5270081,134.9539948,141.0570068,257.8649902,166.0690002
2140,Cell_03872,44.6805,14.1407003,9.4166698,33.9286995,677.5209961,30.6786995,2.97963,27.6991005,14.6667004,24.0758991,22.9361,6.6166701,886.7890015,123.5749969,41.8518982,28.6000004,289.7940063,155.1269989,159.772995,207.4850006,509.5899963
2141,Cell_03873,54.1805,9.4638901,8.5185204,29.2758999,789.8709717,25.8593006,-3.3333299,29.1926003,18.7852001,-0.349074,19.2583008,0.0518519,676.7349854,78.9684982,35.8101997,24.0203991,226.7440033,122.2050018,221.3950043,134.0670013,150.7640076
2142,Cell_03874,51.6805,11.0213003,8.66852,29.4564991,788.992981,27.8286991,-1.69259,29.5212994,20.2110996,1.4,20.7157001,1.4129601,521.7880249,69.1759033,25.9860992,33.8527985,193.973999,85.714798,192.2779999,89.592598,152.5140076
2143,Cell_03877,51.1805,11.4889002,8.4194403,31.2963009,701.7280273,27.3796005,0.360185,27.0193996,20.5370007,3.39167,20.3306007,3.2990699,593.0650024,78.3295975,29.3934994,32.8434982,218.427002,94.9287033,218.1069946,105.7559967,178.0279999
2144,Cell_03878,58.1805,8.6861095,7.4509301,24.7870007,812.0410156,25.7926006,-4.39537,30.1879997,16.5380001,1.83889,18.9962997,-0.742593,697.2999878,81.4000015,33.8129997,28.4389,228.7070007,108.8089981,215.1920013,137.1690063,78.3403015
2145,Cell_03879,40.6805,14.1843004,12.5397997,38.6203995,721.3480225,33.5194016,1.0768501,32.4426003,6.0787001,24.7064991,23.6082993,6.1750002,534.1870117,73.6472015,12.3176003,42.8796005,203.8029938,54.3722,55.8490982,197.2059937,958.3330078
2146,Cell_03880,41.1805,13.5693998,12.1360998,37.4934998,745.0079956,32.7397995,0.42037,32.3194008,6.2009301,24.4888992,23.2388992,5.1833301,464.4630127,56.3064995,15.5805998,33.6777992,153.6329956,60.3703995,63.1935005,139.1269989,1010.710022
2147,Cell_03882,46.6945992,12.8718996,8.8395796,25.3041992,955.2210083,32.217701,-2.65521,34.8728981,22.7583008,19.4979,24.9365005,1.4177099,420.5169983,47.526001,22.6292,19.6490002,128.2350006,83.7365036,117.6480026,109.7180023,18.6814995
2148,Cell_03883,63.1805,6.24722,7.17593,21.6296005,905.348999,24.2656994,-8.9240704,33.1898003,18.4241009,-1.2537,17.9564991,-4.2777801,696.8430176,83.211998,36.6758995,27.2092991,231.5970001,114.5059967,230.9940033,138.9060059,127.7009964
2149,Cell_03884,62.6702995,6.2902002,4.8225498,25.1313992,534.8319702,17.0538998,-2.21275,19.2667007,4.2019601,8.7147102,13.1823997,0.386274,1371.859985,160.1210022,62.2607994,28.5118008,451.0580139,221.3880005,280.9830017,389.7879944,579.7299805
2150,Cell_03886,68.6493988,5.5826702,4.6946702,23.6347008,569.6610107,16.9013004,-3.06267,19.9640007,4.8786702,7.0093298,13.2733002,-0.394667,1421.339966,206.0010071,74.3907013,31.4120007,489.4639893,237.1029968,280.4630127,376.8850098,300.2409973
2151,Cell_03887,65.8627014,5.51333,6.9166698,21.7099991,892.5629883,23.1233006,-8.7866697,31.9099998,9.9733295,1.83333,17.2900009,-4.5166702,602.8170166,66.9966965,30.8600006,24.1067009,191.477005,105.4970016,170.0899963,136.4369965,22.0526009
2152,Cell_03888,48.6805,11.1843004,8.95926,32.5295982,707.4559937,27.3111,-0.268518,27.5795994,18.3425999,7.5222201,20.0778008,2.7490699,910.3829956,103.3440018,57.6491013,20.4064999,289.2399902,185.8179932,280.3729858,203.2630005,403.0280151
2153,Cell_03890,36.2521019,19.1758003,8.40909,38.9651985,476.2969971,31.0802994,9.4969702,21.5832996,13.9605999,25.4864006,25.4120998,13.7121,695.2919922,126.7850037,0.336364,79.222702,348.5499878,14.3758001,18.9242001,336.4549866,159.875
2154,Cell_03891,70.1804962,1.82315,6.25741,22.2110996,772.5100098,17.6019001,-10.5759001,28.1777992,10.1823997,-2.86759,12.1602001,-6.4722199,639.2280273,71.2110977,40.2639008,19.3425999,197.1390076,126.1019974,187.8800049,141.6269989,429.9030151
2155,Cell_03892,47.6805,8.6879597,9.9009304,33.2953987,753.6900024,25.1917,-4.5833302,29.7749996,16.5184994,0.158333,18.2045994,-0.189815,728.5709839,118.973999,29.8740997,51.8101997,322.5710144,98.5546036,299.1059875,99.4564972,949.2709961
2156,Cell_03893,67.1804962,1.17407,7.0963001,23.2758999,815.8309937,17.7971992,-12.7055998,30.5028,13.3870001,-4.6601901,11.8888998,-7.97963,750.65802,116.5009995,38.9906998,34.4175987,276.7529907,127.4059982,276.7019958,151.996994,915.757019
2157,Cell_03894,78.1751022,0.77619,1.89881,12.1643,427.7049866,7.48452,-6.50595,13.9905005,-0.219048,0.325,6.0011902,-4.42976,537.5100098,64.4464035,25.1833,29.6142998,177.125,83.6428986,138.9210052,124.2710037,255.6410065
2158,Cell_03898,47.1805,12.2434998,9.5851898,27.0389004,966.5939941,32.0065002,-3.4481499,35.4546013,22.0119991,19.2954006,24.2786999,0.563889,492.4230042,56.5694008,22.7296009,23.7889004,155.6040039,90.3093033,136.9940033,131.6060028,109.5899963
2159,Cell_03899,43.1805,14.1184998,10.3407001,39.0379982,597.5770264,29.3843002,2.8555601,26.5286999,9.3759298,23.2306004,21.9666996,7.5398202,1099.26001,115.9540024,53.3768997,23.0694008,327.8770142,181.6340027,181.5679932,312.8500061,622.5969849
2160,Cell_03902,56.3021011,9.9703703,7.4981499,30.5203991,648.1220093,24.4295998,-0.194444,24.6240997,6.8629599,6.7074099,18.4295998,2.76667,674.4559937,73.7667007,38.9684982,19.8258991,209.3350067,128.723999,164.8540039,172.2070007,68.1351013
2161,Cell_03903,44.7450981,17.8932991,7.1733298,27.6599998,697.6929932,32.9599991,7.01333,25.9466991,13.6133003,27.9533005,27.0799999,10.0733004,968.6870117,130.0330048,33.9733009,35.1533012,360.1530151,147.4199982,147.272995,270.1400146,122.0830002
2162,Cell_03904,48.6805,10.7917004,9.2268496,29.4361,852.3400269,28.2138996,-3.1712999,31.3852005,20.0786991,1.56759,21.2546005,0.44537,595.1400146,87.6769028,30.1907005,36.7277985,230.6840057,105.5049973,222.0670013,115.427002,242.576004
2163,Cell_03905,50.1805,10.2269001,8.4916697,27.8647995,835.9050293,27.3843002,-3.1500001,30.5342999,19.7898006,0.0407407,20.5471992,0.175,664.7810059,95.5879974,33.9639015,35.0425987,250.4230042,113.8550034,246.9210052,128.2149963,248.6670074
2164,Cell_03906,48.1805,12.2786999,9.6870403,30.9629993,829.3959961,29.6518002,-1.66667,31.3185005,21.0240993,2.45648,22.5037003,2.1703701,580.882019,89.194397,25.9018002,44.6556015,244.1300049,85.2231979,220.7660065,90.6824036,191.3399963
2165,Cell_03907,55.0707016,9.8911104,6.3200002,36.5043983,414.0440063,19.6443996,2.2711101,17.3733006,6.2444401,11.8621998,15.1843996,5.2511101,1399.890015,166.6999969,67.5800018,30.8377991,479.3110046,223.7870026,273.2690125,416.678009,136.6600037
2166,Cell_03908,42.1805,12.6750002,12.375,37.2305984,785.9249878,31.5435009,-1.69074,33.2342987,17.5851994,13.2175999,22.5417004,3.23611,551.0089722,64.1324005,30.9796009,22.1175995,178.4440002,107.5130005,145.923996,118.4649963,743.0560303
2167,Cell_03910,43.1805,13.7944002,11.3268995,33.9916992,832.6300049,32.2713013,-1.07407,33.3454018,19.4342995,11.3397999,24.1602001,3.7314799,587.5310059,73.2221985,34.2869987,27.2749996,206.6779938,110.5080032,173.9530029,115.8099976,346.2149963
2168,Cell_03911,66.1804962,2.6601901,8.1898098,24.4508991,903.9069824,20.4944,-13.0157003,33.5102005,15.5324001,-4.42593,14.2582998,-7.9481502,642.367981,101.314003,32.9000015,35.6963005,237.0939941,103.9560013,237.197998,118.1559982,499.6669922
2169,Cell_03913,61.6805,6.8666701,8.6342602,28.0611,790.6290283,23.8971996,-6.8990698,30.7963009,18.0305996,-2.1527801,17.0398006,-2.40926,633.8590088,85.7008972,28.7907009,31.1518993,224.2460022,101.8170013,223.5870056,115.8679962,239.6320038
2170,Cell_03915,50.6805,11.3601999,8.9509296,33.0241013,683.2139893,27.5370007,0.332407,27.2045994,19.2332993,3.49722,19.9806004,3.40833,582.9760132,85.2518997,25.0240993,43.2869987,239.3269958,82.6361008,236.5809937,85.052803,243.548996
2171,Cell_03917,38.7280998,19.4167004,5.5166702,36.6833,342.0329895,28.1000004,13.0667,15.0333004,17.1000004,23.6000004,24.1667004,15.8332996,1210.02002,156.6170044,42.0499992,39.1666985,447.7330017,153.8170013,207.0330048,383.3330078,357.6669922
2172,Cell_03919,51.1805,9.6101799,8.4499998,27.5221996,832.3140259,26.0491009,-4.6611099,30.7101994,19.6583004,-0.888889,19.7907009,-0.706481,649.8779907,88.1240997,34.7406998,31.8647995,236.4100037,114.3580017,235.9490051,128.2579956,195.6320038
2173,Cell_03923,42.1805,11.1527996,11.5269003,38.9286995,657.3610229,29.0527992,-0.539815,29.5925999,7.3555598,20.9389,19.8008995,3.91204,606.4000244,70.1796036,23.3083,29.7231998,188.7879944,88.1565018,88.2101974,177.7250061,1266.290039
2174,Cell_03925,41.1805,14.6008997,14.5065002,42.2713013,715.1989746,34.7685013,0.483333,34.2851982,16.2758999,13.1564999,23.8332996,6.6231499,399.973999,58.9009018,20.1490993,34.2249985,145.227005,69.5472031,86.842598,82.523201,908.3330078
2175,Cell_03926,50.1805,10.1351995,8.0833302,31.1019001,678.6519775,25.5435009,-0.528704,26.0722008,18.2870007,2.2787001,18.6944008,2.27315,687.4899902,99.3212967,32.206501,40.3564987,272.3789978,101.8059998,270.6289978,111.3160019,517.3330078
2176,Cell_03929,59.7201996,10.1583004,3.8083301,24.3332996,440.3250122,18.9167004,3.125,15.7917004,9.2333298,12.2666998,15.6833,5.1833301,1845.140015,235.125,86.1082993,36.8499985,672.40802,268.3829956,438.4169922,472.0580139,19.75
2177,Cell_03930,46.6805,13.8315001,11.2842999,35.1036987,809.7449951,32.4249992,0.22963,32.1954002,20.7101994,6.4203701,23.9204006,4.0833302,563.8790283,71.8815002,32.8787003,25.7092991,192.4349976,106.2200012,174.2189941,119.8860016,89.25
2178,Cell_03932,49.1805,10.3935003,8.4648199,30.4722004,718.7709961,26.9666996,-0.858333,27.8250008,17.5046005,2.0824101,19.4480991,1.97407,609.2810059,86.3815002,29.0648003,38.8796005,239.6190033,94.5296021,227.6809998,95.342598,574.1459961
2179,Cell_03933,51.1805,12.0869999,8.0092602,36.8204002,504.4349976,25.0758991,3.2851901,21.7907009,7.0537,18.4407005,18.6805992,6.58148,812.6530151,101.887001,40.6389008,29.4925995,286.7030029,140.7559967,149.1000061,260.303009,105.75
2180,Cell_03934,51.1805,11.3556004,8.3685198,30.8953991,708.2210083,27.3250008,0.142593,27.1823997,19.3407001,3.1342599,20.25,3.04352,604.8389893,78.0194016,30.8185005,31.7583008,222.2899933,99.6897964,217.371994,108.3059998,195.5559998
2181,Cell_03935,52.6805,10.7769003,8.05093,38.4934998,470.3309937,23.1259003,2.1574099,20.9685001,5.9944401,15.0925999,16.8953991,5.6213002,913.9290161,109.8420029,49.0167007,24.9972,309.3959961,164.5820007,175.3809967,284.644989,190.6600037
2182,Cell_03936,65.7371979,3.8691399,3.5975299,24.6147995,384.447998,12.4666996,-2.19259,14.6592999,2.19136,7.0160499,9.1888905,0.0777778,1133.369995,137.4519958,59.8543015,26.5653992,367.3349915,190.677002,230.5350037,316.7420044,431.303009
2183,Cell_03937,44.6805,11.3101997,10.3629999,34.4000015,730.677002,28.7315006,-1.3963,30.1278,6.5120401,21.3369999,20.5916996,2.64259,1255.51001,162.0619965,56.520401,28.9193993,434.2430115,206.8359985,206.7449951,332.1359863,729.625
2184,Cell_03940,53.6805,10.4954004,7.7925901,28.7963009,726.117981,25.9519005,-1.2213,27.1730995,20.1536999,1.76296,19.4472008,1.7981499,651.1640015,83.0554962,30.6657009,30.6657009,230.5879974,105.6110001,230.4850006,118.5979996,103.0490036
2185,Cell_03941,38.1805,14.2934999,14.0462999,38.9528008,800.5250244,35.7130013,-0.32963,36.0425987,7.3388901,26.2008991,24.7991009,5.4435201,477.2550049,60.985199,8.6379604,42.5499992,164.3450012,42.8787003,50.6786995,154.4629974,1275.599976
2186,Cell_03942,37.7510986,18.3027992,10.4736004,36.9514008,653.9349976,34.1431007,5.7944398,28.3486004,11.8444004,27.1653004,26.5499992,10.8860998,722.1939697,130.9109955,7.3638902,75.5847015,359.0069885,25.7096996,29.7056007,323.6740112,165.1049957
2187,Cell_03944,51.1805,12.3999996,8.7546301,35.671299,584.7230225,26.9213009,2.2777801,24.6434994,6.9148102,12.8556004,19.7907009,5.66852,754.9019775,77.4499969,50.5917015,13.1583004,216.1490021,164.9680023,181.0189972,197.0630035,46.4930992
2188,Cell_03946,59.218399,9.7122202,5.09444,20.6488991,712.1799927,23.4843998,-1.18222,24.6667004,9.6899996,9.3122196,18.8610992,1.49444,1031.910034,130.9519958,57.4578018,27.4643993,358.0280151,189.6809998,230.3800049,237.7359924,153.397995
2189,Cell_03947,40.6805,12.9036999,14.0528002,41.2277985,723.1859741,33.0971985,-0.95,34.0471992,9.2259302,23.6147995,22.3083,4.9416699,544.5250244,68.1981964,19.9083004,34.2518997,182.3710022,76.3740997,82.3342972,150.9120026,1265.560059
2190,Cell_03948,61.6875992,8.5,2.7,26.6333008,277.3670044,14.2666998,4.03333,10.2333002,6.9333301,10.5,12.2333002,5.6666698,2743.199951,330.6000061,117.3330002,34.5332985,950.9000244,383.8670044,529.96698,809.9329834,104.9440002
2191,Cell_03949,50.1805,10.7213001,7.5379601,30.9426003,624.4119873,25.2203999,0.772222,24.4480991,3.8694401,19.7703991,18.6574001,3.5731499,991.7459717,107.4690018,59.8666992,17.3083,305.5010071,200.8560028,204.4170074,283.7349854,457.8540039
2192,Cell_03953,62.1805,6.2870402,8.6314802,28.2315006,787.6870117,23.2175999,-7.3805599,30.5981998,17.1564999,-1.44815,16.4906998,-2.875,705.8300171,87.1694031,36.1324005,25.9064999,234.4049988,125.4499969,232.0469971,141.6560059,282.7780151
2193,Cell_03955,64.1804962,4.7694402,7.39537,25.0741005,801.6309814,21.7028008,-7.8083301,29.5111008,16.6406994,-1.84907,15.2704,-4.2333298,680.9489746,97.6315002,34.142601,33.1222,249.0379944,108.8690033,249.1699982,132.7610016,390.4379883
2194,Cell_03957,78.1790009,0.0907407,3.91852,22.5935001,452.618988,8.2740698,-8.8296299,17.1037006,-3.3157401,2.4111099,5.7213001,-5.25278,385.8999939,50.7667007,13.9222002,37.796299,143.5039978,48.854599,83.6315002,112.1589966,348.4440002
2195,Cell_03958,48.6805,12.0193996,9.5629597,33.0295982,740.1939697,29.1082993,0.101852,29.0065002,19.7462997,3.7277801,21.3064995,3.23981,645.1430054,80.2092972,35.5592995,26.9897995,219.0440063,109.4639969,208.0119934,125.4649963,288.1809998
2196,Cell_03959,50.4977989,12.3888998,5.87778,34.8389015,406.2109985,22.0056,5.0777798,16.9277992,8.7055597,15.5667,17.7556,7.9611101,1014.76001,131.8829956,46.5667,36.2056007,383.2059937,156.128006,185.1940002,332.8779907,77.8181992
2197,Cell_03960,36.8181992,19.7532997,8.3566704,34.0699997,595.7730103,33.5032997,8.9700003,24.5333004,16.7567005,27.7299995,27.4466991,13.2067003,451.7470093,80.6699982,2.3900001,75.4432983,222.8430023,15.9099998,44.4366989,149.0200043,172.5599976
2198,Cell_03961,67.4201965,3.0713,7.6138902,22.2656994,919.6569824,21.9675999,-12.2278004,34.1954002,16.8925991,-4.6361098,14.9222002,-7.5935202,629.8510132,85.8175964,30.0769005,34.8269005,235.227005,95.7249985,235.3589935,106.8529968,305.7009888
2199,Cell_03963,77.6529999,0.905556,3.62778,20.7777996,468.2680054,9.625,-7.7888899,17.4139004,2.17083,-0.827778,6.7847199,-4.5694399,524.4249878,53.8958015,25.7721996,20.0263996,155.2079926,91.5888977,136.7039948,120.7969971,290.4890137
2200,Cell_03964,49.1805,9.0388899,9.6453695,33.8666992,710.0339966,25.5907001,-2.95278,28.5435009,16.8574009,2.2962999,17.9269009,0.636111,1010.659973,120.9570007,62.5971985,22.4323997,334.8309937,200.5639954,322.7869873,215.6809998,710.1669922
2201,Cell_03965,49.1805,11.4315004,8.9027796,26.5888996,947.4050293,30.1102009,-3.39537,33.5056,21.6147995,11.4582996,23.0426006,0.0305556,525.2199707,60.3324013,31.5639,20.0463009,167.4320068,108.6569977,156.5709991,128.8569946,92.6457977
2202,Cell_03968,41.6805,14.5314999,10.1759005,38.7388992,585.4559937,29.8666992,3.60833,26.2583008,7.7962999,22.6889,22.2194004,8.0111103,1340.310059,212.8450012,19.1361008,59.25,597.2689819,91.4462967,100.7249985,588.0609741,699.9240112
2203,Cell_03969,64.6804962,1.05926,3.37778,25.8925991,366.2359924,8.6296301,-4.4833298,13.1129999,1.27685,1.4148099,6.0990701,-2.3231499,1405.979981,155.927002,79.9925995,19.6749992,420.1579895,263.7929993,326.4729919,355.9450073,1018.119995
2204,Cell_03970,57.2128983,8.9861097,7.47685,25.5435009,825.375,25.5750008,-3.8259301,29.4008999,20.2980995,0.012037,19.3759003,-0.664815,649.4169922,78.8759003,32.1389008,28.2528,223.4620056,106.0579987,223.3099976,119.6330032,79.125
2205,Cell_03972,38.1183014,15.9666996,10.7525997,35.993,722.690979,33.0280991,3.1649101,29.8631992,8.8456097,26.0718994,25.2367992,7.7807002,675.3649902,107.5279999,16.0491009,58.2753983,288.5509949,53.8035011,53.8860016,278.8649902,748.8179932
2206,Cell_03974,77.8951035,1.66667,4.2666702,22.9666996,506.1000061,11.6332998,-7,18.6333008,-1.33333,6.0999999,8.3666697,-3.9333301,630.8670044,68.8332977,25.3332996,27.7999992,195.1670074,91.7332993,124.3669968,180.6000061,5
2207,Cell_03975,46.6805,5.5537,7.6675901,31.2241001,624.8660278,19.7509003,-4.6398101,24.3906994,11.9694004,0.502778,13.5056,-1.42407,722.8380127,84.101799,38.125,27.2758999,237.8190002,128.9170074,219.8809967,137.3079987,2010.719971
2208,Cell_03976,42.6805,12.7741003,11.0434999,34.3861008,782.0880127,30.9815006,-1.18796,32.1693993,8.8129597,20.3008995,22.6693993,3.3536999,844.1220093,98.339798,48.793499,20.9852009,259.394989,161.3289948,168.1459961,215.7749939,791.2919922
2209,Cell_03977,68.1804962,2.59815,7.9722199,24.6676006,863.5650024,19.9824009,-12.3388996,32.3213005,15.4259005,-5.9555502,13.8916998,-7.1564798,501.7680054,93.4037018,20.7991009,50.5250015,216.1320038,68.0018997,216.2409973,73.7481003,484.75
2210,Cell_03978,51.1805,10.1851997,9.0620403,28.5028,861.0689697,27.2656994,-4.5490699,31.8148003,21.3481007,-0.447222,20.6851997,-0.312963,643.4650269,85.645401,34.982399,30.6963005,230.4819946,111.4899979,230.5350037,122.4680023,157.5070038
2211,Cell_03980,47.6805,14.0704002,7.8555598,35.450901,526.2990112,27.2963009,5.12778,22.1685009,8.61481,21.5972004,20.8602009,8.21667,766.1989746,93.2434998,36.9333,31.1231003,269.6839905,115.6790009,127.5220032,254.2810059,39.5555992
2212,Cell_03981,64.6229019,4.64259,7.5601902,22.4055996,924.4210205,23.4221992,-10.3204002,33.7425995,16.2343006,-2.66852,16.6935005,-5.9888902,631.9459839,78.9888992,30.9193993,31.2287006,223.5950012,98.9296036,221.3650055,112.3470001,220.1179962
2213,Cell_03982,46.1805,14.0518999,8.9601898,33.1954002,674.6409912,30.2684994,3.2814801,26.9869995,13.8305998,19.0536995,22.6879997,6.2638898,867.184021,89.7406998,52.3036995,17.0832996,250.9680023,179.1329956,182.0559998,205.1199951,234.8890076
2214,Cell_03984,39.4966011,18.0750008,7.3916702,29.8416996,649.0830078,32.2916985,7.4749999,24.8167,14.9333,27.2082996,26.4582996,10.9666996,687.34198,117.6579971,7.5999999,67.8000031,327.25,37.9749985,53.9667015,272.8169861,268.6400146
2215,Cell_03985,63.6842003,5.8388901,4.98981,29.0916996,453.9309998,16.1369991,-1.0379601,17.1749992,7.31111,8.1444397,11.9389,1.1546299,1630.569946,182.673996,97.5009003,19.1074009,489.9700012,308.6130066,365.0499878,434.9689941,191.8650055
2216,Cell_03986,60.6805,8.0481501,7.9074101,25.6361008,802.5219727,25.4111004,-5.4657402,30.8768997,14.6926003,3.01296,18.5814991,-1.01019,679.6060181,80.5444031,36.5416985,26.6369991,220.9869995,115.8740005,207.5090027,143.8059998,71.4096985
2217,Cell_03990,67.1804962,3.23333,8.1120396,23.5305996,940.9299927,22.1777992,-12.2990999,34.4768982,17.2861004,-4.2083302,15.5667,-7.4203701,566.6950073,72.6203995,28.4832993,32.0545998,204.7640076,90.4213028,204.6710052,106.6819992,229.4440002
2218,Cell_03993,50.1805,10.9518995,8.2055597,27.6991005,812.5079956,27.8917007,-1.78241,29.6741009,19.4508991,1.0768501,20.8897991,1.1361099,639.8220215,88.907402,31.4694004,36.9305992,249.4279938,102.9589996,236.9230042,115.7679977,277.8120117
2219,Cell_03995,65.5150986,4.4444399,4.75,28.7943993,440.6830139,14.1889,-2.3388901,16.5277996,7.03333,5.5722198,10.4944,0.133333,691.6060181,80.0222015,39.2778015,19.9111004,213.628006,134.3329926,170.1670074,169.1390076,320.519989
2220,Cell_03999,58.1805,9.0222197,7.6009302,26.0685005,799.2609863,25.7138996,-3.5833299,29.2971992,19.8824005,1.29907,19.2740993,-0.162963,652.4799805,79.0656967,31.1037006,30.2777996,226.7440033,103.2740021,225.6190033,118.3239975,76.2014008
2221,Cell_04001,50.1805,9.6074104,8.36759,31.6166992,683.8859863,25.1704006,-1.39537,26.5657005,18.0249996,4.0342598,18.2388992,1.60648,749.9619751,90.9972,46.7602005,23.0333004,251.0590057,149.9869995,248.8919983,156.723999,636.7080078
2222,Cell_04003,65.4878998,6.5833302,4.3666701,31.6833,350.3999939,14.7833004,0.95,13.8332996,6.0666699,8.8666697,11.5667,3.45,1420.819946,176.4669952,73.5500031,27.1499996,462.2170105,244.8670044,294.7330017,377.4169922,244.845993
2223,Cell_04005,60.6818008,5.9574099,4.0036998,21.0564995,543.9530029,16.875,-2.1768501,19.0519009,2.4703701,9.4148102,13.0380001,-0.0583333,3095.129883,386.1470032,131.5189972,37.323101,1106.780029,430.3059998,541.0720215,925.3569946,658.9509888
2224,Cell_04006,45.6805,13.2138996,9.0888901,31.7675991,739.5109863,29.5508995,0.937963,28.6130009,19.0704002,4.9018502,22.7045994,4.7870402,689.4580078,79.7907028,33.9444008,24.8055992,211.9609985,121.9589996,201.8899994,122.1920013,669.132019
2225,Cell_04007,54.1805,10.6499996,7.0833302,38.5999985,424.7780151,21.2462997,2.8601799,18.3861008,6.6694398,13.4212999,16.1480999,5.95648,1190.819946,136.0679932,67.3889008,25.1842995,389.2420044,209.8760071,243.1549988,353.3080139,118.7009964
2226,Cell_04011,49.1805,9.6231499,8.3712997,31.6721992,690.7550049,24.7758999,-1.7120399,26.4880009,17.3407001,1.89907,18.2360992,1.2796299,953.5109863,123.6809998,54.2453995,28.1879997,337.1919861,172.7859955,319.3569946,190.0749969,622.5620117
2227,Cell_04013,60.2422981,8.8146696,6.6373301,23.7600002,750.9429932,24.3320007,-3.57867,27.9106998,8.7266703,6.5599999,18.632,0.369333,710.5390015,83.2013016,37.9813004,27.0893002,231.253006,121.3649979,198.2830048,155.6000061,34.125
2228,Cell_04014,56.2349014,11.0619001,4.80476,23.6238003,579.776001,22.1952,1.79048,20.4048004,9.7381001,10.1000004,18.1189995,4.2904801,817.9140015,105.4240036,42.4000015,33.1856995,298.6619873,138.1620026,176.0050049,202.1289978,1.47059
2229,Cell_04017,47.1805,12.8768997,9.9611101,30.8064995,854.5510254,31.0212994,-1.34074,32.3619995,22.0258999,2.7685201,23.5324001,2.5925901,565.2369995,87.5037003,25.3619995,41.6222,227.6390076,86.7954025,205.8040009,90.7815018,151.0209961
2230,Cell_04018,44.1044006,16.6235008,9.79216,32.1960983,776.3179932,33.6706009,3.2372601,30.4333,14.7117996,18.7686005,26.3824005,7.4470601,754.6430054,89.9765015,45.4314003,20.4412003,241.223999,154.0079956,160.4859924,172.1900024,94.5896988
2231,Cell_04020,55.6805,8.7611103,7.8527799,25.6499996,843.815979,25.7630005,-4.9027801,30.6657009,19.1343002,0.912037,19.2019005,-1.3787,700.8239746,86.3388977,39.8806,25.0860996,234.5950012,126.1179962,233.0299988,140.2389984,143.2220001
2232,Cell_04025,55.1808014,10.4962997,7.0271602,31.2061996,570.0789795,23.5382996,0.938272,22.6000004,8.4370403,7.3358002,17.6333008,4.0246902,820.8040161,89.7567978,49.4617004,19.4407005,255.8509979,160.4120026,198.3249969,208.0839996,36.7249985
2233,Cell_04026,52.1805,11.9250002,8.2407398,36.7204018,520.4630127,25.3073997,2.81759,22.4897995,7.5601802,15.1046,18.7019005,6.1740699,577.0999756,59.6795998,36.9583015,14.375,170.901001,125.8000031,129.6640015,153.7709961,48.7778015
2234,Cell_04027,58.6885986,9.4827995,8.18925,30.3225994,696.2630005,25.3311996,-1.77097,27.1021004,19.2247009,2.38925,18.6613007,1.70108,610.9160156,68.0849991,33.3494987,23.2409,189.2539978,112.1449966,184.0130005,137.2850037,49.7743988
2235,Cell_04029,49.6805,11.2796001,8.4231501,25.7935009,930.0239868,29.3712997,-3.3027799,32.674099,21.9832993,0.836111,22.6611004,0.0574074,558.315979,69.4555969,32.1954002,24.6019001,187.8560028,110.1380005,186.1750031,123.848999,106.6880035
2236,Cell_04031,44.6805,10.1083002,9.7324104,34.1138992,686.3909912,26.9472008,-1.4888901,28.4361,4.6138902,20.1721992,19.0212994,2.5259299,1124.75,131.2319946,50.3564987,23.6138992,359.6390076,199.4629974,200.7590027,312.7590027,1307.829956
2237,Cell_04035,54.4726982,11,6.5,28.2332993,625.0999756,24.2332993,1.0666699,23.1667004,18.7000008,4.8000002,18.9333,3.9333301,607.8670044,67.1333008,35.5999985,17.7667007,178.8999939,117.4329987,178.5670013,134.6999969,1.42857
2238,Cell_04036,46.2689018,13.5846996,9.5722198,28.5916996,911.4310303,32.3236008,-1.1527801,33.4763985,20.9514008,3.6777799,25.1443996,2.8805599,399.6369934,41.4444008,24.7707996,16.4249992,114.4140015,83.2861023,108.8379974,97.3097,13.9101
2239,Cell_04037,58.6805,8.3638897,7.3759298,28.0519009,681.0560303,23.3323994,-2.99722,26.3295994,8.1018496,12.4666996,17.1453991,0.512037,1282.51001,164.4199982,69.1361008,30.6861,451.381012,221.9179993,254.7899933,328.9689941,279.1040039
2240,Cell_04041,64.6804962,4.1083298,7.8944402,25.2082996,836.0059814,21.4018002,-9.9074097,31.3092995,16.2213001,-2.5222199,14.8601999,-5.6111102,659.9190063,96.967598,30.7073994,36.1092987,249.3480072,100.4160004,249.4940033,122.9160004,426.2080078
